FIPS,State FIPS,County FIPS,SHP File Record Order Number,Area Name,Area Name (2),Qualifying Area Name,Summary Level,State/US Abbreviation,Area Name,NHGIS State FIPS,NHGIS County FIPS,NHGIS GIS JOIN FIELD,ICPSR State FIPS,ICPSR County FIPS,ICPSR FIPS,ICPSR Area Name,Land Area,Area,Total Population,Total Population,Population Density Per Square Mile,Total Area in Square Miles,White Male,White Male Age Under 16,White Male Age 16 Years and over
5101131,510,1131,255,Madison (old) County,"Madison (old) County, VA","Madison (old) County, Virginia",50,VA,Madison (old),510,1131,5101131,51,1510,21151,Madison,2101.258,5442232653,5772,5772,2.746926181,2101.257777,2652,1421,1231
5101139,510,1139,256,Mason (old) County,"Mason (old) County, VA","Mason (old) County, Virginia",50,VA,Mason (old),510,1139,5101139,51,1610,21161,Mason,5567.706,14420292886,2729,2729,0.490147988,5567.706217,1365,771,594
5101170,510,1170,257,Mecklenburg County,"Mecklenburg County, VA","Mecklenburg County, Virginia",50,VA,Mecklenburg,510,1170,5101170,40,1170,51117,Mecklenburg,679.2924,1759359141,14733,14733,21.68874671,679.2923628,3872,2015,1857
5101177,510,1177,258,Mercer (old) County,"Mercer (old) County, VA","Mercer (old) County, Virginia",50,VA,Mercer (old),510,1177,5101177,51,1670,21167,Mercer,571.4673,1480093618,7091,7091,12.40840812,571.4673415,3003,1543,1460
5101190,510,1190,259,Middlesex County,"Middlesex County, VA","Middlesex County, Virginia",50,VA,Middlesex,510,1190,5101190,40,1190,51119,Middlesex,132.9366,344304246,4140,4140,31.14266202,132.9366127,777,370,407
5101193,510,1193,260,Monongalia County,"Monongalia County, VA","Monongalia County, Virginia",50,VA,Monongalia,510,1193,5101193,40,1195,54061,Monongalia,1334.401,3456082258,4768,4768,3.573139287,1334.400822,2434,1345,1089
5101210,510,1210,261,Montgomery County,"Montgomery County, VA","Montgomery County, Virginia",50,VA,Montgomery,510,1210,5101210,40,1210,51121,Montgomery,8861.352,22950795528,13228,13228,1.492774516,8861.351704,6590,3744,2846
5101230,510,1230,262,Nansemond County,"Nansemond County, VA","Nansemond County, Virginia",50,VA,Nansemond,510,1230,5101230,40,1230,51123,Nansemond,409.9236,1061697126,9010,9010,21.97970803,409.9235525,2382,1167,1215
5101255,510,1255,263,Nelson (old) County,"Nelson (old) County, VA","Nelson (old) County, Virginia",50,VA,Nelson (old),510,1255,5101255,51,1790,21179,Nelson,6280.826,16267265514,11315,11315,1.801514545,6280.826336,5303,2795,2508
5101270,510,1270,264,New Kent County,"New Kent County, VA","New Kent County, Virginia",50,VA,New Kent,510,1270,5101270,40,1270,51127,New Kent,219.1591,567619458,6239,6239,28.46790323,219.1590982,1192,587,605
5101290,510,1290,265,Norfolk County,"Norfolk County, VA","Norfolk County, Virginia",50,VA,Norfolk,510,1290,5101290,40,1290,51129,Norfolk,424.93,1100563560,14524,14524,34.17974995,424.9299665,4637,1987,2650
5101310,510,1310,266,Northampton County,"Northampton County, VA","Northampton County, Virginia",50,VA,Northampton,510,1310,5101310,40,1310,51131,Northampton,210.226,544482850.5,6889,6889,32.76949504,210.2260041,1600,743,857
5101330,510,1330,267,Northumberland County,"Northumberland County, VA","Northumberland County, Virginia",50,VA,Northumberland,510,1330,5101330,40,1330,51133,Northumberland,196.187,508121917.8,9163,9163,46.70544646,196.1869695,2183,1137,1046
5101355,510,1355,268,Ohio County,"Ohio County, VA","Ohio County, Virginia",50,VA,Ohio,510,1355,5101355,40,1355,54069,Ohio,1538.998,3985986516,5212,5212,3.386619087,1538.998,2599,1377,1222
5101370,510,1370,269,Orange County,"Orange County, VA","Orange County, Virginia",50,VA,Orange,510,1370,5101370,40,1370,51137,Orange,500.3728,1295959701,9921,9921,19.82721531,500.3728384,2743,1426,1317
5101415,510,1415,270,Pendelton County,"Pendelton County, VA","Pendelton County, Virginia",50,VA,Pendelton,510,1415,5101415,40,1415,54071,Pendleton,698.1565,1808217097,2452,2452,3.5121064,698.156525,1254,686,568
5101430,510,1430,271,Pittsylvania County,"Pittsylvania County, VA","Pittsylvania County, Virginia",50,VA,Pittsylvania,510,1430,5101430,40,1430,51143,Pittsylvania,1022.117,2647271193,11579,11579,11.32844734,1022.117123,4455,2447,2008
5101450,510,1450,272,Powhatan County,"Powhatan County, VA","Powhatan County, Virginia",50,VA,Powhatan,510,1450,5101450,40,1450,51145,Powhatan,259.4305,671921984.6,6822,6822,26.29605709,259.4305289,1171,548,623
5101470,510,1470,273,Prince Edward County,"Prince Edward County, VA","Prince Edward County, Virginia",50,VA,Prince Edward,510,1470,5101470,40,1470,51147,Prince Edward,401.2415,1039210623,8100,8100,20.18734528,401.2414653,2121,1077,1044
5101490,510,1490,274,Prince George County,"Prince George County, VA","Prince George County, Virginia",50,VA,Prince George,510,1490,5101490,40,1490,51149,Prince George,304.771,789353226.3,8173,8173,26.81685727,304.7709849,1787,822,965
5101510,510,1510,275,Princess Anne County,"Princess Anne County, VA","Princess Anne County, Virginia",50,VA,Princess Anne,510,1510,5101510,40,1510,51151,Princess Anne,270.5745,700784737,7793,7793,28.8016794,270.5744999,2320,1151,1169
5101530,510,1530,276,Prince William County,"Prince William County, VA","Prince William County, Virginia",50,VA,Prince William,510,1530,5101530,40,1530,51153,Prince William,354.1042,917125584.9,11615,11615,32.80108238,354.1041684,3441,1797,1644
5101557,510,1557,277,Randolph County,"Randolph County, VA","Randolph County, Virginia",50,VA,Randolph,510,1557,5101557,40,1567,54083,Randolph,2727.19,7063390404,951,951,0.348710541,2727.190285,491,270,221
5101590,510,1590,278,Richmond County,"Richmond County, VA","Richmond County, Virginia",50,VA,Richmond,510,1590,5101590,40,1590,51159,Richmond,194.6537,504150644.5,6985,6985,35.88424835,194.6536523,1401,697,704
5101630,510,1630,279,Rockbridge County,"Rockbridge County, VA","Rockbridge County, Virginia",50,VA,Rockbridge,510,1630,5101630,40,1630,51163,Rockbridge,604.5993,1565904920,6548,6548,10.83031409,604.5992704,3069,1552,1517
5101650,510,1650,280,Rockingham County,"Rockingham County, VA","Rockingham County, Virginia",50,VA,Rockingham,510,1650,5101650,40,1650,51165,Rockingham,947.3987,2453751478,7449,7449,7.862581676,947.3987434,3468,1652,1816
5101670,510,1670,281,Russell County,"Russell County, VA","Russell County, Virginia",50,VA,Russell,510,1670,5101670,40,1670,51167,Russell,2899.884,7510666019,3338,3338,1.151080381,2899.884365,1703,969,734
5101710,510,1710,282,Shenandoah County,"Shenandoah County, VA","Shenandoah County, Virginia",50,VA,Shenandoah,510,1710,5101710,40,1710,51171,Shenandoah,861.0422,2230089053,10510,10510,12.20613812,861.0421983,5188,2779,2409
5101750,510,1750,283,Southampton County,"Southampton County, VA","Southampton County, Virginia",50,VA,Southampton,510,1750,5101750,40,1750,51175,Southampton,610.7546,1581847265,12864,12864,21.06246775,610.7546442,3178,1546,1632
5101770,510,1770,284,Spotsylvania County,"Spotsylvania County, VA","Spotsylvania County, Virginia",50,VA,Spotsylvania,510,1770,5101770,40,1770,51177,Spotsylvania,422.7918,1095025656,11252,11252,26.61357388,422.7917698,2639,1278,1361
5101790,510,1790,285,Stafford County,"Stafford County, VA","Stafford County, Virginia",50,VA,Stafford,510,1790,5101790,40,1790,51179,Stafford,274.1213,709970985.2,9588,9588,34.97721244,274.1213302,2696,1355,1341
5101810,510,1810,286,Surry County,"Surry County, VA","Surry County, Virginia",50,VA,Surry,510,1810,5101810,40,1810,51181,Surry,281.5925,729321140.5,6227,6227,22.11351769,281.5924669,1383,651,732
5101830,510,1830,287,Sussex County,"Sussex County, VA","Sussex County, Virginia",50,VA,Sussex,510,1830,5101830,40,1830,51183,Sussex,499.056,1292549232,10549,10549,21.13790629,499.0560492,2389,1174,1215
5101890,510,1890,288,Warwick County,"Warwick County, VA","Warwick County, Virginia",50,VA,Warwick,510,1890,5101890,40,1875,51189,Warwick,69.1946,179213075.2,1690,1690,24.42388702,69.19455525,334,158,176
5101910,510,1910,289,Washington County,"Washington County, VA","Washington County, Virginia",50,VA,Washington,510,1910,5101910,40,1910,51191,Washington,921.7168,2387235505,5625,5625,6.102742302,921.7167827,2727,1440,1287
5101930,510,1930,290,Westmoreland County,"Westmoreland County, VA","Westmoreland County, Virginia",50,VA,Westmoreland,510,1930,5101930,40,1930,51193,Westmoreland,234.8291,608204479.3,7722,7722,32.8834937,234.8290626,1569,754,815
5101955,510,1955,291,Woodford County,"Woodford County, VA","Woodford County, Virginia",50,VA,Woodford,510,1955,5101955,51,2390,21239,Woodford,1970.558,5103720679,9210,9210,4.673804068,1970.557573,3696,1929,1767
5101990,510,1990,292,York County,"York County, VA","York County, Virginia",50,VA,York,510,1990,5101990,40,1990,51199,York,126.1234,326658165.1,5233,5233,41.49110358,126.1234228,991,461,530
