,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,Name,county,geo_level,6p_total
1435,24.0,85.0,12.0,42.0,26.0,32.0,Prince Georges County,MD,,['Samuel Snowden'],Prince Georges County,county,24.85
1436,,,,,168.0,52.0,Baltimore,MD,Merchant,['Lewis Valck'],Baltimore County,town,
1437,306.0,5.0,153.0,2.0,225.0,17.0,Charles County,MD,,['Gerrard Wood'],Charles County,county,306.05
1438,563.0,47.0,281.0,73.0,598.0,30.0,Prince Georges County,MD,,['Samuel John and Thomas Snowden'],Prince Georges County,county,563.47
1439,1023.0,24.0,511.0,62.0,758.0,46.0,Harford County,MD,,['Alexander Lawson Smith'],Harford County,county,1023.24
1440,82.0,22.0,41.0,11.0,52.0,72.0,Annapolis,MD,,"['Archibald Goldex', 'Archibald Golder']",Anne Arundel County,town,82.22
1441,109619.0,64.0,54809.0,82.0,108192.0,72.0,Annapolis,MD,,['Benjamin Harwood'],Anne Arundel County,town,109619.64
1442,130.0,51.0,65.0,25.0,93.0,96.0,Annapolis,MD,,"['Randolph B Latimer', 'Randloph B Latimer']",Anne Arundel County,town,130.51
1443,,,,,131.0,44.0,Anne Arundel County,MD,,['Richard Sprigg'],Anne Arundel County,county,
1444,164.0,78.0,82.0,39.0,173.0,92.0,Annapolis,MD,,['Wallace and Muir'],Anne Arundel County,town,164.78
1445,5.0,64.0,2.0,82.0,,,Charles County,MD,,['Andrew Baille'],Charles County,county,5.64
1446,18.0,82.0,9.0,40.0,19.0,94.0,Annapolis,MD,,['Robert Johnson'],Anne Arundel County,town,18.82
1447,133.0,48.0,66.0,74.0,139.0,71.0,Annapolis,MD,,"['Randolph B Latimer', 'Randloph B Latimer']",Anne Arundel County,town,133.48
1448,218.0,44.0,109.0,21.0,201.0,23.0,Annapolis,MD,,"['Frederick Grammar', 'Frederick Grammer']",Anne Arundel County,town,218.44
1449,118.0,70.0,59.0,35.0,145.0,98.0,Annapolis,MD,,"['Thomas and Benjamin Harwood', 'William Harwood']",Anne Arundel County,town,118.7
1450,115.0,56.0,57.0,77.0,74.0,10.0,,MD,,['Henry G Sothoron'],,state,115.56
1451,75.0,,37.0,50.0,71.0,52.0,Prince Georges County,MD,Adminstrator of Robert Whitaker,"['Margery Whitaker Adm of Robert Whitaker', 'Margery Whitaker']",Prince Georges County,county,
1452,170.0,90.0,85.0,44.0,,,Annapolis,MD,,"['Thomas Harwwod and Benjamin Harwood', 'Thomas and Benjamin Harwood']",Anne Arundel County,town,170.9
1453,324.0,97.0,162.0,48.0,,,Annapolis,MD,,['Wallace and Muir'],Anne Arundel County,town,324.97
1454,100.0,88.0,50.0,43.0,105.0,65.0,Virginia,VA,,['Samuel Beall'],,state,100.88
1455,158.0,8.0,79.0,3.0,,,Baltimore,MD,,['Lewis Brantz'],Baltimore County,town,158.08
1456,2400.0,,1200.0,,1539.0,60.0,Baltimore,MD,,['Peter Hoffman'],Baltimore County,town,
1457,811.0,28.0,405.0,63.0,360.0,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,811.28
1458,1295.0,39.0,647.0,69.0,1492.0,60.0,Anne Arundel County,MD,,['Michael Pue'],Anne Arundel County,county,1295.39
1459,139.0,42.0,69.0,71.0,48.0,96.0,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,town,139.42
1460,17.0,21.0,8.0,61.0,,,Frederick County,MD,,['Thomas Beatty'],Frederick County,county,17.21
1461,8.0,90.0,4.0,44.0,45.0,11.0,Prince Georges County,MD,,"['Walter S Chandler', 'Walter Storey Chandler']",Prince Georges County,county,8.9
1462,219.0,66.0,109.0,82.0,243.0,42.0,Anne Arundel County,MD,,['Caleb Dorsey'],Anne Arundel County,county,219.66
1463,33.0,11.0,16.0,55.0,32.0,77.0,Anne Arundel County,MD,,['Richard Dorsey'],Anne Arundel County,county,33.11
1464,1989.0,19.0,1137.0,29.0,1912.0,6.0,Prince Georges County,MD,,"['Ignatius Fenwick', 'Ignatuis Fenwick']",Prince Georges County,county,1989.19
1465,285.0,41.0,,,,,Prince Georges County,MD,,['Ignatius Fenwick'],Prince Georges County,county,285.41
1466,22.0,21.0,11.0,11.0,,,Annapolis,MD,,['Archibald Golder'],Anne Arundel County,town,22.21
1467,278.0,44.0,139.0,21.0,,,Prince Georges County,MD,,['Alexander Hamilton'],Prince Georges County,county,278.44
1468,81.0,26.0,40.0,62.0,,,Montgomery County,MD,,['William Lodge'],Montgomery County,county,81.26
1469,66.0,52.0,33.0,25.0,,,Montgomery County,MD,,"[""Henry O'Neale""]",Montgomery County,county,66.52
1470,179.0,25.0,89.0,62.0,149.0,25.0,Queen Annes County,MD,,"['Samuel T Wright', 'Samuel Tarbutt Wright', 'Samuel Turbut Wright']",Queen Annes County,county,179.25
1471,56.0,95.0,28.0,48.0,58.0,98.0,Annapolis,MD,,['James Williams'],Anne Arundel County,town,56.95
1472,295.0,5.0,147.0,52.0,154.0,82.0,Virginia,VA,,"['Josiah Watson and Co', 'Josiah Watson and Companey']",,state,295.05
1473,33605.0,38.0,16802.0,69.0,30160.0,83.0,Annapolis,MD,,['Benjamin Harwood'],Anne Arundel County,town,33605.38
1474,139.0,55.0,69.0,78.0,117.0,1.0,Anne Arundel County,MD,,"['Gassway Watkins', 'Gassaway Watkins']",Anne Arundel County,county,139.55
1475,53.0,33.0,26.0,67.0,36.0,34.0,,MD,,['John E Howard and Others'],,state,53.33
1476,,,1728.0,98.0,,,Frederick Town,MD,,['Richard Potts'],Frederick County,town,
1477,248.0,92.0,124.0,47.0,156.0,80.0,Prince Georges County,MD,,['Rinaldo Johnson'],Prince Georges County,county,248.92
1478,4220.0,63.0,2110.0,30.0,1139.0,54.0,St Marys County,MD,,['John Briscoe'],St Marys County,county,4220.63
1479,2138.0,94.0,1069.0,47.0,1418.0,11.0,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,town,2138.94
1480,203.0,83.0,101.0,91.0,55.0,3.0,Annapolis,MD,,['John Muir'],Anne Arundel County,town,203.83
1481,83.0,33.0,41.0,67.0,79.0,74.0,Annapolis,MD,,"['Wallce and Muir', 'Wallace and Muir']",Anne Arundel County,town,83.33
1482,500.0,,,,,,,MD,,['Christopher Johnston'],,state,
1483,1269.0,28.0,634.0,64.0,1037.0,61.0,,MD,,['David Poe'],,state,1269.28
1484,,,2011.0,13.0,,,Annapolis,MD,,['Benjamin Harwood'],Anne Arundel County,town,
1485,53.0,64.0,26.0,82.0,19.0,31.0,Annapolis,MD,,['Frederick Grammar'],Anne Arundel County,town,53.64
1486,,,,,1191.0,55.0,,MD,,['Josiah Watson and Co'],,state,
1487,,,7689.0,83.0,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,
1488,,,1879.0,59.0,,,Prince Georges County,MD,,['Walter S Chandler'],Prince Georges County,county,
1489,,,,,1050.0,,,MD,,['William Count Van Hoogendorp'],,state,
1490,284.0,53.0,,,,,Doden Maryland,MD,,['David Steuart'],,state,284.53
1491,3078.0,18.0,1539.0,9.0,1619.0,52.0,Annapolis,MD,,['James Williams'],Anne Arundel County,town,3078.18
1492,87.0,51.0,43.0,76.0,92.0,31.0,,MD,,['Benjamin Mackall'],,state,87.51
1493,35.0,90.0,17.0,95.0,,,,MD,,['John Chris Hedrick'],,state,35.9
1494,54.0,21.0,27.0,10.0,43.0,90.0,,MD,,['Thomas Hope'],,state,54.21
1495,310.0,10.0,155.0,6.0,199.0,10.0,,MD,,"['Jonathan of Robert Pinkney', 'John of Robert Pinkney', 'Jon of Robert Pinkney']",,state,310.1
1496,461.0,88.0,230.0,94.0,133.0,94.0,,MD,,['Harmanus Alricks'],,state,461.88
1497,31.0,77.0,15.0,89.0,47.0,36.0,Annapolis,MD,,['John H Stone'],Anne Arundel County,town,31.77
1498,36.0,22.0,18.0,12.0,25.0,43.0,,MD,,"['John Randall', 'John Rondall']",,state,36.22
1499,26.0,87.0,13.0,44.0,26.0,10.0,,MD,,"['Thomas Noble Stockett', 'Thomas Noble Stockell']",,state,26.87
1500,1250.0,,,,,,,MD,,['James Carey'],,state,
1501,,,1227.0,58.0,,,Annapolis,MD,,['Benjamin Harwood'],Anne Arundel County,town,
1502,203.0,34.0,101.0,66.0,150.0,17.0,Montgomery County,MD,,['Uriah Forrest'],Montgomery County,county,203.34
1503,206.0,66.0,,,145.0,69.0,Annapolis,MD,Merchant,['John Davidson'],Anne Arundel County,town,206.66
1504,155.0,70.0,77.0,85.0,151.0,42.0,,MD,,['Henry G Sothoron'],,state,155.7
1505,59.0,99.0,30.0,1.0,38.0,53.0,,MD,,"['The Treasurer of Cincinnati', 'The Treasurer of the Cincinnati of Maryland', 'The Treasurer of the Cincinnati']",,state,59.99
1506,,,695.0,28.0,,,Annapolis,MD,,['Randolph B Latimer'],Anne Arundel County,town,
1507,289.0,18.0,144.0,59.0,251.0,92.0,Frederick Town,MD,,['Philip Thomas'],Frederick County,town,289.18
1508,230.0,82.0,115.0,40.0,220.0,58.0,,MD,,['Richard Caton'],,state,230.82
1509,205.0,18.0,102.0,59.0,110.0,80.0,Baltimore Town,MD,,"['John Munnikhuysen', 'John Munnick Huysen']",Baltimore County,town,205.18
1510,76.0,18.0,38.0,10.0,80.0,84.0,Anne Arundel County,MD,,['Leonard Sellman'],Anne Arundel County,county,76.18
1511,108.0,60.0,54.0,30.0,17.0,85.0,,MD,,['Margaret Finleyson'],,state,108.6
1512,144.0,90.0,72.0,46.0,94.0,21.0,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,144.9
1513,,,199.0,28.0,,,,MD,,['Archibald Monereiff'],,state,
1514,156.0,10.0,78.0,6.0,100.0,54.0,,MD,,['Joseph Newton Chiswell'],,state,156.1
1515,53.0,34.0,26.0,66.0,28.0,80.0,Annapolis,MD,,['John H Stone'],Anne Arundel County,town,53.34
1516,193.0,10.0,96.0,56.0,137.0,12.0,Annapolis,MD,,['Charles Carroll of Carrolton'],Anne Arundel County,town,193.1
1517,51.0,,25.0,,48.0,30.0,,MD,,"['Zachariah McDonald', 'Zachariah McDonlad']",,state,
1518,,,,,15000.0,,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,town,
1519,160.0,,80.0,,115.0,80.0,,MD,,['Stephen Newton Chiswell'],,state,
1520,15.0,44.0,8.0,22.0,14.0,17.0,,MD,,['Joshua Dorsey'],,state,15.44
1521,,,,,410.0,70.0,,MD,,['Lewis Brank'],,state,
1522,,,49.0,14.0,,,,MD,,['David Smith'],,state,
1523,6.0,4.0,3.0,2.0,,,,MD,,['John Thompson Mason'],,state,6.04
1524,159.0,36.0,79.0,68.0,144.0,30.0,Annapolis,MD,,"['Frederick Grammar', 'Fredrick Grammar']",Anne Arundel County,town,159.36
1525,715.0,,357.0,51.0,135.0,74.0,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,town,
1526,,,,,,,,MD,,[],,state,
1527,14.0,30.0,7.0,16.0,15.0,28.0,,MD,,['Jesse Bowen'],,state,14.3
1528,2606.0,50.0,,,,,,MD,,['Elinor Elzey'],,state,2606.5
1529,26.0,93.0,13.0,47.0,28.0,70.0,Isaac,MD,,"['Edward Hall of Isaac', 'Edward Hall']",,state_flag,26.93
1530,39.0,33.0,19.0,67.0,28.0,30.0,Annapolis,MD,,['Randolph B Latimer'],Anne Arundel County,town,39.33
1531,59.0,16.0,29.0,58.0,52.0,12.0,Annapolis,MD,,['John Muir'],Anne Arundel County,town,59.16
1532,47.0,22.0,23.0,61.0,48.0,37.0,,MD,,['Thomas Ringgold'],,state,47.22
1533,13.0,53.0,6.0,77.0,,,Annapolis,MD,,['Jesse Dewees'],Anne Arundel County,town,13.53
1534,4000.0,,,,,,Annapolis,MD,,['Randolph B Latimer'],Anne Arundel County,town,
1535,,,,,6973.0,81.0,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,town,
1536,390.0,29.0,195.0,14.0,280.0,60.0,Annapolis,MD,,['Wallace and Muir'],Anne Arundel County,town,390.29
1537,69.0,33.0,34.0,67.0,66.0,3.0,,MD,,['James Rowland'],,state,69.33
1538,50.0,66.0,25.0,34.0,,,Baltimore,MD,,['William Matthews'],Baltimore County,town,50.66
1539,23.0,34.0,11.0,66.0,18.0,27.0,Annapolis,MD,,['John Muir'],Anne Arundel County,town,23.34
1540,978.0,8.0,489.0,5.0,1149.0,92.0,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,978.08
1541,102.0,74.0,51.0,37.0,78.0,33.0,Annapolis,MD,Merchant,['John Davidson'],Anne Arundel County,town,102.74
1542,10.0,,5.0,,9.0,47.0,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,
1543,33.0,39.0,16.0,69.0,33.0,43.0,Annapolis,MD,,['Randolph B Latimer'],Anne Arundel County,town,33.39
1544,2540.0,,,,,,Annapolis,MD,,['William Cooke'],Anne Arundel County,town,
1545,75.0,97.0,37.0,98.0,73.0,74.0,Anne Arundel County,MD,,['James Kelso'],Anne Arundel County,county,75.97
1546,135.0,55.0,67.0,78.0,91.0,12.0,Anne Arundel County,MD,,['Henry Baldwin'],Anne Arundel County,county,135.55
1547,12.0,46.0,6.0,24.0,13.0,21.0,,MD,,['Moses Darling'],,state,12.46
1548,27.0,60.0,13.0,80.0,18.0,47.0,,MD,,['John Randall'],,state,27.6
1549,274.0,67.0,,,,,Annapolis,MD,,['Burton Whetcroft'],Anne Arundel County,town,274.67
1550,511.0,78.0,255.0,89.0,314.0,45.0,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,town,511.78
1551,214.0,40.0,107.0,20.0,63.0,50.0,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,town,214.4
1552,5.0,14.0,2.0,57.0,,22.0,Annapolis,MD,,['Archibald Golder'],Anne Arundel County,town,5.14
1553,13.0,28.0,6.0,65.0,12.0,93.0,,MD,,"['Damaris Kennedy', 'Damaries Kennedy']",,state,13.28
1554,16.0,50.0,8.0,26.0,16.0,96.0,,MD,,['Thomas Munroe'],,state,16.5
1555,750.0,,,,,,,MD,,['Susanna Livingstone'],,state,
1556,400.0,,200.0,,495.0,40.0,,MD,,['Ann Maccubin'],,state,
1557,166.0,3.0,83.0,2.0,119.0,75.0,Annapolis,MD,,['James Williams'],Anne Arundel County,town,166.03
1558,4150.0,80.0,,,,,Annapolis,MD,,['James Williams'],Anne Arundel County,town,4150.8
1559,1506.0,71.0,753.0,36.0,1597.0,71.0,,MD,,"['Stewart and Plunkett', 'Stewart E Plunkett', 'Stewart Plunkett']",,state,1506.71
1560,13.0,64.0,6.0,83.0,16.0,64.0,Harford County,MD,,"[""Francis O'Neill""]",Harford County,county,13.64
1561,28.0,88.0,14.0,45.0,18.0,52.0,,MD,,['Francis Charlton'],,state,28.88
1562,237.0,31.0,118.0,66.0,215.0,77.0,,MD,,['Edmund Nelms'],,state,237.31
1563,25.0,28.0,12.0,65.0,88.0,,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,town,25.28
1564,1071.0,67.0,535.0,84.0,747.0,91.0,,MD,,"['Freeborn Brown', 'Freebron Brown']",,state,1071.67
1565,103.0,62.0,51.0,82.0,27.0,97.0,,MD,,['John Horrell'],,state,103.62
1566,12.0,26.0,6.0,14.0,12.0,5.0,,MD,,['Joseph Miller'],,state,12.26
1567,208.0,78.0,104.0,39.0,128.0,66.0,,MD,,['Bale Randall'],,state,208.78
1568,23.0,36.0,11.0,69.0,25.0,54.0,,MD,,"['Eleanor Watkins', 'Eleanor Walker']",,state,23.36
1569,160.0,,80.0,,115.0,20.0,,MD,,"['Freeborn Brown', 'Freebron Brown']",,state,
1570,33.0,3.0,16.0,52.0,25.0,56.0,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,33.03
1571,21.0,61.0,10.0,80.0,17.0,25.0,Annapolis,MD,,['Frederick Green'],Anne Arundel County,town,21.61
1572,93.0,33.0,46.0,67.0,73.0,14.0,Annapolis,MD,,['John Muir'],Anne Arundel County,town,93.33
1573,397.0,16.0,,,,,Annapolis,MD,,['Jesse Dewees'],Anne Arundel County,town,397.16
1574,5000.0,,,,35000.0,,,MD,,['William Hollingsworth'],,state,
1575,1081.0,8.0,,,,,Annapolis,MD,,['Wallace and Muir'],Anne Arundel County,town,1081.08
1576,3600.0,8.0,562.0,18.0,188.0,80.0,Annapolis,MD,,['Randolph B Latimer'],Anne Arundel County,town,3600.08
1577,133.0,33.0,66.0,67.0,130.0,,Annapolis,MD,,['Wallace and Muir'],Anne Arundel County,town,133.33
1578,2059.0,74.0,,,,,Annapolis,MD,,['Wallace and Muir'],Anne Arundel County,town,2059.74
1579,569.0,52.0,,,,,,MD,,['Elizabeth Elzey'],,state,569.52
1580,2412.0,29.0,,,,,,MD,,['John Laird And Thomas Dick'],,state,2412.29
1581,400.0,,,,4000.0,,,MD,Executor of Robert Dick,"['John Laird And Thomas Dick', 'John Laird and Thomas Dick']",,state,
1582,800.0,,,,,,Baltimore,MD,,['Daniel Delozier'],Baltimore County,town,
1583,666.0,67.0,333.0,33.0,420.0,,Annapolis,MD,,['Benjamin Harwood'],Anne Arundel County,town,666.67
1584,4000.0,,,,,,,MD,,['William Sharp'],,state,
1585,193.0,57.0,96.0,78.0,181.0,,Annapolis,MD,Merchant,['John Davidson'],Anne Arundel County,town,193.57
1586,,,,,5758.0,26.0,Annapolis,MD,Merchant,['John Davidson'],Anne Arundel County,town,
1587,154.0,25.0,109.0,33.0,,,Baltimore Town,MD,,['Philip Rogers'],Baltimore County,town,154.25
1588,,,14.0,40.0,,,Baltimore Town,MD,,['Philip Rogers'],Baltimore County,town,
1589,231.0,12.0,115.0,55.0,291.0,20.0,Baltimore County,MD,,"['Thomas Cockey Deye', 'Thomas C Deye']",Baltimore County,county,231.12
1590,5000.0,,,,,,London,MD,,['John Hogarth'],,state,
1591,8.0,34.0,4.0,16.0,8.0,3.0,London,MD,,['Ann Rigby'],,state,8.34
1592,37.0,60.0,,,,,,MD,,['James Rowland'],,state,37.6
1593,1330.0,16.0,,,,,Baltimore,MD,Merchant,['Barclay and McKean'],Baltimore County,town,1330.16
1594,24.0,62.0,12.0,30.0,18.0,82.0,Annapolis,MD,,['Gabriel Duvall'],Anne Arundel County,town,24.62
1595,,,,,6.0,64.0,Annapolis,MD,,['Gabriel Duvall'],Anne Arundel County,town,
1596,4721.0,90.0,,,,,Prince Georges County,MD,,['Ignatius Fenwick'],Prince Georges County,county,4721.9
1597,115.0,73.0,57.0,86.0,,,,MD,Adm of William Wedge,['George Wedge'],,state,115.73
1598,2173.0,86.0,284.0,,,,Annapolis,MD,,['Randolph B Latimer'],Anne Arundel County,town,2173.86
1599,20000.0,,,,,,George Town,MD,,['John Mason'],Cecil County,town,
1600,1771.0,67.0,254.0,27.0,,,Prince Georges County,MD,,['Walter S Chandler'],Prince Georges County,county,1771.67
1601,3600.0,,,,,,Baltimore,MD,,['William Smith'],Baltimore County,town,
1602,592.0,50.0,,,,,Baltimore,MD,,['William Smith'],Baltimore County,town,592.5
1603,105.0,91.0,52.0,95.0,93.0,39.0,Annapolis,MD,,['John H Stone'],Anne Arundel County,town,105.91
1604,414.0,50.0,20.0,75.0,,,Baltimore,MD,,['William Smith'],Baltimore County,town,414.5
1605,644.0,61.0,635.0,89.0,,,Baltimore,MD,,['William Smith'],Baltimore County,town,644.61
1606,2132.0,25.0,,,,,Baltimore,MD,,['William Smith'],Baltimore County,town,2132.25
1607,31.0,11.0,15.0,55.0,25.0,19.0,Annapolis,MD,,['Lewis Neth'],Anne Arundel County,town,31.11
1608,24.0,89.0,12.0,44.0,20.0,15.0,Annapolis,MD,,['Lewis Neth'],Anne Arundel County,town,24.89
1609,214.0,45.0,,,,,Annapolis,MD,,['Upton Scott'],Anne Arundel County,town,214.45
1610,58.0,76.0,29.0,38.0,64.0,17.0,Baltimore Town,MD,Merchant,['William Potts'],Baltimore County,town,58.76
1611,661.0,8.0,,,,,Annapolis,MD,,['Upton Scott'],Anne Arundel County,town,661.08
1612,1087.0,13.0,,,,,Annapolis,MD,,['William Campbell'],Anne Arundel County,town,1087.13
1613,333.0,33.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,333.33
1614,2392.0,60.0,,,,,Annapolis,MD,,['William Campbell'],Anne Arundel County,town,2392.6
1615,61.0,11.0,470.0,55.0,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,61.11
1616,341.0,70.0,,,,,Annapolis,MD,,['William Campbell'],Anne Arundel County,town,341.7
1617,183.0,55.0,91.0,78.0,130.0,,,MD,,['Michael Smith'],,state,183.55
1618,1000.0,,,,,,Annapolis,MD,,['Randolph B Latimer'],Anne Arundel County,town,
1619,3295.0,27.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,3295.27
1620,496.0,83.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,496.83
1621,3000.0,,,,,,Baltimore,MD,,['William Smith'],Baltimore County,town,
1622,1729.0,16.0,,,,,Annapolis,MD,,['William Campbell'],Anne Arundel County,town,1729.16
1623,1307.0,25.0,,,,,George Town,MD,,['John Mason'],Cecil County,town,1307.25
1624,1276.0,50.0,,,,,Anne Arundel County,MD,,['George William West'],Anne Arundel County,county,1276.5
1625,890.0,86.0,,,,,Annapolis,MD,,['William Campbell'],Anne Arundel County,town,890.86
1626,1178.0,22.0,,,,,Annapolis,MD,,['William Campbell'],Anne Arundel County,town,1178.22
1627,825.0,,,,,,Baltimore,MD,,['William Smith'],Baltimore County,town,
1628,2097.0,63.0,,,,,South Carolina,SC,Merchant,['William Cole'],,state,2097.63
1629,403.0,87.0,281.0,82.0,339.0,85.0,Annapolis,MD,,['Randolph B Latimer'],Anne Arundel County,town,403.87
1630,159.0,78.0,,,139.0,37.0,Annapolis,MD,,['Randolph B Latimer'],Anne Arundel County,town,159.78
1631,56.0,46.0,28.0,24.0,54.0,33.0,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,56.46
1632,142.0,24.0,75.0,95.0,106.0,43.0,Frederick County Maryland,MD,,['Joshua Howard'],Frederick County,county,142.24
1633,2000.0,0.0,,,,,Prince Georges County,MD,,['John Smith Brookes'],Prince Georges County,county,2000.0
1634,5810.0,98.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,5810.98
1635,7332.0,39.0,1017.0,55.0,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,7332.39
1636,6000.0,0.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,6000.0
1637,2820.0,6.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,2820.06
1638,528.0,97.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,528.97
1639,1864.0,71.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,1864.71
1640,1694.0,25.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,1694.25
1641,1010.0,74.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,1010.74
1642,2717.0,43.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,2717.43
1643,1485.0,5.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,1485.05
1644,900.0,,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,
1645,1654.0,61.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,1654.61
1646,913.0,50.0,,,,,Annapolis,MD,,['Upton Scott'],Anne Arundel County,town,913.5
1647,37.0,20.0,18.0,60.0,35.0,87.0,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,37.2
1648,208.0,27.0,104.0,13.0,200.0,4.0,,MD,,['William Richardson'],,state,208.27
1649,119.0,75.0,,,,,,MD,,['William Whetcroft'],,state,119.75
1650,1443.0,4.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,1443.04
1651,963.0,64.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,963.64
1652,1320.0,10.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,1320.1
1653,360.0,0.0,,,,,Annapolis,MD,,['Wallace and Muir'],Anne Arundel County,town,360.0
1654,819.0,32.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,819.32
1655,1343.0,52.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,1343.52
1656,2231.0,50.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,2231.5
1657,351.0,81.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,351.81
1658,1708.0,52.0,,,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,1708.52
1659,2306.0,0.0,689.0,53.0,,,Annapolis,MD,,['William Marbury'],Anne Arundel County,town,2306.0
1660,1842.0,73.0,19.0,46.0,10.0,51.0,Annapolis,MD,,"['William Marbury', 'Gassway Watkins', 'Gassaway Watkins']",Anne Arundel County,town,1842.73
1661,38.0,93.0,62.0,48.0,108.0,28.0,Anne Arundel County,MD,,"['Tristram Bowdle', 'Gassaway Watkins', 'Tristiam Bowdle']",Anne Arundel County,county,38.93
1662,124.0,96.0,,,,,,MD,,['Tristram Bowdle'],,state,124.96
