,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,orig_town,state,occupation,Name,county,6p_total,town,geo_level
1862,1108.0,54.0,554.0,27.0,603.0,86.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,1108.54,Exeter,town
1863,214.0,99.0,107.0,49.0,58.0,4.0,Concord,NH,Yeoman,['Joseph Hall'],Grafton County,214.99,Concord,town
1864,41.0,66.0,20.0,84.0,40.0,1.0,Portsmouth,NH,Esquire,['Joshua Brackett'],Rockingham County,41.66,Portsmouth,town
1865,10.0,15.0,5.0,7.0,221.0,17.0,Portsmouth,NH,Esquire,['Joshua Brackett'],Rockingham County,10.15,Portsmouth,town
1866,67.0,66.0,33.0,83.0,35.0,68.0,Amherst,NH,Esquire,['Samuel Dana'],Hillsborough County,67.66,Amherst,town
1867,968.0,3.0,484.0,1.0,315.0,26.0,Concord,NH,Gentleman,['Joshua Thompson'],Grafton County,968.03,Concord,town
1868,400.0,0.0,200.0,0.0,144.0,0.0,Hopkinton,NH,Yeoman,['Enoch Long'],Hillsborough County,400.0,Hopkinton,town
1869,1840.0,0.0,920.0,0.0,496.0,80.0,Concord,NH,Gentleman,['Daniel Livermore'],Grafton County,1840.0,Concord,town
1870,1791.0,17.0,895.0,59.0,987.0,60.0,Boston,MA,Physician,['Nathaniel W Appleton'],Suffolk County,1791.17,Boston,town
1871,50.0,80.0,25.0,40.0,13.0,38.0,Acworth,NH,Gentleman,['John Duncan'],Cheshire County,50.8,Acworth,town
1872,584.0,81.0,292.0,40.0,393.0,2.0,Somersworth,NH,Esquire,['John Pike'],Strafford County,584.81,Somersworth,town
1873,194.0,45.0,97.0,23.0,160.0,68.0,Haverhill,MA,Esquire,['Samuel White'],Essex County,194.45,Haverhill,town
1874,115.0,14.0,57.0,57.0,146.0,77.0,South Hampton,NH,Clerk,['Nathaniel Noyes'],Rockingham County,115.14,Hampton,town
1875,48.0,40.0,24.0,20.0,27.0,26.0,Portsmouth,NH,Merchant,['Samuel Hill'],Rockingham County,48.4,Portsmouth,town
1876,1003.0,65.0,541.0,83.0,359.0,14.0,Exeter,NH,Esquire,['Nathaniel Gilman'],Rockingham County,1003.65,Exeter,town
1877,38.0,2.0,19.0,1.0,10.0,26.0,Portsmouth,NH,Esquire,['John Parker'],Rockingham County,38.02,Portsmouth,town
1878,3975.0,85.0,1987.0,92.0,2296.0,4.0,Nottingham,NH,Esquire,['Joseph Gilley'],Rockingham County,3975.85,Nottingham,town
1879,220.0,19.0,110.0,10.0,59.0,44.0,Portsmouth,NH,Widow,['Mary Greenwood'],Rockingham County,220.19,Portsmouth,town
1880,346.0,67.0,173.0,33.0,124.0,80.0,Charlestown,NH,Esquire,['John Hubbard'],Cheshire County,346.67,Charleston,town
1881,377.0,45.0,188.0,72.0,115.0,20.0,Portsmouth,NH,Merchant,['Aaron Hill'],Rockingham County,377.45,Portsmouth,town
1882,3253.0,55.0,1626.0,77.0,1527.0,63.0,Boston,MA,Merchant,['Samuel Blodgett'],Suffolk County,3253.55,Boston,town
1883,1966.0,67.0,983.0,33.0,531.0,,Gilmantown,NH,Esquire,['Thomas Cogswell'],Strafford County,1966.67,Gilmantown,town
1884,146.0,83.0,73.0,41.0,82.0,64.0,Portsmouth,NH,Esquire,['Joshua Brackett'],Rockingham County,146.83,Portsmouth,town
1885,733.0,33.0,366.0,67.0,547.0,61.0,Beverly,MA,Merchant,['John Dyson'],Essex County,733.33,Beverly,town
1886,135.0,89.0,67.0,95.0,204.0,42.0,Concord,NH,Esquire,['Timothy Wathers'],Grafton County,135.89,Concord,town
1887,57.0,24.0,28.0,62.0,15.0,44.0,North Hampton,NH,Yeoman,['Simon Ward'],Rockingham County,57.24,Hampton,town
1888,533.0,33.0,266.0,67.0,303.0,,Stoughton,MA,Yeoman,['Daniel Marsh'],Suffolk County,533.33,Stoughton,town
1889,572.0,20.0,286.0,10.0,195.0,91.0,Boston,MA,Merchant,['Daniel Gilman'],Suffolk County,572.2,Boston,town
1890,33.0,33.0,16.0,67.0,9.0,,Kensington,NH,Yeoman,['John Batcheler'],Rockingham County,33.33,Kensington,town
1891,772.0,87.0,386.0,43.0,3474.0,67.0,Newbury Port,MA,Trader,['Timothy Dexter'],Essex County,772.87,Newbury Port,town
1892,352.0,53.0,176.0,26.0,216.0,,Wakefield,NH,Esquire,['Avery  Hall'],Strafford County,352.53,Wakefield,town
1893,257.0,55.0,128.0,77.0,109.0,18.0,Exeter,NH,Esquire,['John T Gilman'],Rockingham County,257.55,Exeter,town
1894,1515.0,45.0,757.0,73.0,1179.0,8.0,Exeter,NH,Esquire,['John T Gilman'],Rockingham County,1515.45,Exeter,town
1895,1332.0,51.0,666.0,26.0,360.0,,Portsmouth,NH,Physician,['Ammi R Cutter'],Rockingham County,1332.51,Portsmouth,town
1896,751.0,65.0,375.0,82.0,378.0,87.0,Andover,MA,Broker,['Ephraim Prescott'],Essex County,751.65,Andover,town
1897,1616.0,67.0,808.0,33.0,436.0,50.0,Londonberry,NH,Esquire,['George Reid'],Rockingham County,1616.67,London,town
1898,36.0,17.0,18.0,8.0,7.0,47.0,Portsmouth,NH,Esquire,['George Gains'],Rockingham County,36.17,Portsmouth,town
1899,53.0,33.0,26.0,67.0,14.0,40.0,Portsmouth,NH,Merchant,['Richard Hart'],Rockingham County,53.33,Portsmouth,town
1900,194.0,57.0,97.0,29.0,91.0,34.0,Andover,MA,Broker,['Ephraim Prescott'],Essex County,194.57,Andover,town
1901,431.0,21.0,215.0,61.0,210.0,43.0,Salisbury,NH,Widow,['Sarah Clark'],Hillsborough County,431.21,Salisbury,town
1902,1146.0,87.0,573.0,43.0,447.0,81.0,Portsmouth,NH,Esquire,['Supply Clap'],Rockingham County,1146.87,Portsmouth,town
1903,56.0,39.0,28.0,19.0,28.0,22.0,Portsmouth,NH,Yeoman,['William Ham'],Rockingham County,56.39,Portsmouth,town
1904,863.0,,431.0,50.0,254.0,40.0,Portsmouth,NH,Joiner,['Timothy Ham'],Rockingham County,,Portsmouth,town
1905,117.0,32.0,58.0,66.0,42.0,23.0,Barrington,NH,Yeoman,['Pelatiah Daniels'],Strafford County,117.32,Barrington,town
1906,,,,,149.0,72.0,Andover,MA,,['The Trustees of Phillips Academy '],Essex County,,Andover,town
1907,361.0,73.0,180.0,86.0,110.0,53.0,Exeter,NH,Merchant,['Samuel Gilman'],Rockingham County,361.73,Exeter,town
1908,123.0,54.0,61.0,77.0,53.0,33.0,Durham,NH,Esquire,['George Frost'],Strafford County,123.54,Durham,town
1909,558.0,40.0,279.0,20.0,407.0,68.0,Hampton,NH,Esquire,['Christopher Toppan'],Rockingham County,558.4,Hampton,town
1910,55.0,57.0,27.0,79.0,111.0,80.0,Rockingham,NH,Esquire,['Oliver Peabody'],Rockingham County,55.57,,county
1911,986.0,85.0,493.0,43.0,353.0,,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,986.85,Exeter,town
1912,140.0,96.0,70.0,48.0,38.0,5.0,Portsmouth,NH,Esquire,['Nathaniel Adams'],Rockingham County,140.96,Portsmouth,town
1913,112.0,1.0,56.0,1.0,94.0,49.0,Portsmouth,NH,Clerk,['Joseph Buckminster'],Rockingham County,112.01,Portsmouth,town
1914,193.0,31.0,96.0,66.0,68.0,77.0,Portsmouth,NH,Esquire,['James Sheafe'],Rockingham County,193.31,Portsmouth,town
1915,593.0,77.0,296.0,39.0,276.0,,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,593.77,Portsmouth,town
1916,3270.0,59.0,1635.0,29.0,2818.0,83.0,Salem,NH,Merchant,['Elias Hasket Derby'],Rockingham County,3270.59,Salem,town
1917,41.0,,20.0,50.0,30.0,17.0,Portsmouth,NH,Cordwainer,['Barnet Akerman'],Rockingham County,,Portsmouth,town
1918,253.0,73.0,126.0,87.0,68.0,50.0,Portsmouth,NH,Widow,['Anna Sims'],Rockingham County,253.73,Portsmouth,town
1919,131.0,16.0,65.0,58.0,45.0,56.0,Newbury Port,MA,Merchant,['Samuel Tufts'],Essex County,131.16,Newbury Port,town
1920,238.0,88.0,119.0,44.0,73.0,86.0,Portsmouth,NH,Clerk,['Samuel Haven'],Rockingham County,238.88,Portsmouth,town
1921,106.0,61.0,53.0,31.0,47.0,66.0,Portsmouth,NH,Joiner,['Timothy Ham'],Rockingham County,106.61,Portsmouth,town
1922,465.0,81.0,232.0,91.0,173.0,39.0,Newbury Port,MA,Trader,['Joshua Toppan'],Essex County,465.81,Newbury Port,town
1923,179.0,99.0,90.0,0.0,188.0,61.0,Exeter,NH,Trader,['Ward Clark Dean'],Rockingham County,179.99,Exeter,town
1924,49.0,72.0,24.0,86.0,13.0,42.0,Portsmouth,NH,Widow,['Elizabeth Sherbourne'],Rockingham County,49.72,Portsmouth,town
1925,709.0,97.0,354.0,99.0,532.0,81.0,Portsmouth,NH,Marniner,['George Long'],Rockingham County,709.97,Portsmouth,town
1926,283.0,82.0,141.0,91.0,100.0,46.0,Hollis,NH,Esquire,['Daniel Emerson'],Hillsborough County,283.82,Hollis,town
1927,519.0,53.0,259.0,76.0,237.0,43.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,519.53,Exeter,town
1928,218.0,76.0,109.0,38.0,109.0,48.0,Cambridge,MA,Esquire,['Thomas Lee'],Middlesex County,218.76,Cambridge,town
1929,127.0,7.0,63.0,54.0,47.0,8.0,Londonberry,NH,Gentleman,['William Duncan'],Rockingham County,127.07,London,town
1930,54.0,88.0,27.0,44.0,14.0,81.0,Portsmouth,NH,Blacksmith,['Joseph Whidden'],Rockingham County,54.88,Portsmouth,town
1931,15.0,13.0,7.0,56.0,4.0,8.0,Exeter,NH,Esquire,['Samuel Brooks'],Rockingham County,15.13,Exeter,town
1932,75.0,65.0,37.0,93.0,44.0,61.0,Portsmouth,NH,Marniner,['Samuel Gerrish'],Rockingham County,75.65,Portsmouth,town
1933,108.0,13.0,54.0,7.0,32.0,76.0,Haverhill,MA,Merchant,['David How'],Essex County,108.13,Haverhill,town
1934,70.0,59.0,35.0,29.0,38.0,11.0,Kittery,MA,Shipwright,['Ebenezer Fernato'],,70.59,Kittery,state_flag
1935,200.0,0.0,100.0,0.0,203.0,35.0,Boston,MA,Widow,['Elizabeth Incher'],Suffolk County,200.0,Boston,town
1936,152.0,65.0,76.0,33.0,128.0,74.0,Salem,NH,Merchant,['George Dodge'],Rockingham County,152.65,Salem,town
1937,34.0,22.0,17.0,11.0,22.0,47.0,Andover,MA,,['The Trustees of Phillips Academy '],Essex County,34.22,Andover,town
1938,230.0,83.0,115.0,41.0,94.0,66.0,Boston,MA,Merchant,['Peter Gilman'],Suffolk County,230.83,Boston,town
1939,400.0,0.0,200.0,0.0,226.0,70.0,Beverly,MA,Merchant,['John Lovell'],Essex County,400.0,Beverly,town
1940,200.0,0.0,100.0,0.0,113.0,35.0,Beverly,MA,Merchant,['Thomas Stephens'],Essex County,200.0,Beverly,town
1941,230.0,62.0,115.0,31.0,290.0,12.0,Haverhill,MA,Merchant,['James Duncan'],Essex County,230.62,Haverhill,town
1942,557.0,95.0,278.0,98.0,533.0,79.0,Haverhill,MA,Trader,['Samuel White'],Essex County,557.95,Haverhill,town
1943,245.0,68.0,122.0,84.0,180.0,0.0,Haverhill,MA,Esquire,['Nathaniel Saltonstall'],Essex County,245.68,Haverhill,town
1944,49.0,81.0,24.0,90.0,28.0,74.0,Newbury Port,MA,Merchant,['Joshua Toppan'],Essex County,49.81,Newbury Port,town
1945,478.0,15.0,239.0,8.0,1073.0,64.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,478.15,Exeter,town
1946,118.0,24.0,59.0,12.0,149.0,62.0,Amherst,NH,Esquire,['Augustus Blanchard'],Hillsborough County,118.24,Amherst,town
1947,800.0,0.0,400.0,0.0,216.0,0.0,Dover,NH,Esquire,['Benjamin Titcomb'],Strafford County,800.0,Dover,town
1948,264.0,82.0,132.0,41.0,181.0,81.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,264.82,Portsmouth,town
1949,200.0,0.0,100.0,0.0,54.0,0.0,Portsmouth,NH,Widow,['Elizabeth Sherbourne'],Rockingham County,200.0,Portsmouth,town
1950,1885.0,45.0,942.0,73.0,2319.0,71.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,1885.45,Exeter,town
1951,63.0,52.0,31.0,76.0,0.0,0.0,Newbury Port,MA,Esquire,['Michael Hodge'],Essex County,63.52,Newbury Port,town
1952,151.0,37.0,75.0,69.0,109.0,63.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,151.37,Portsmouth,town
1953,3695.0,83.0,1847.0,91.0,4992.0,7.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,3695.83,Exeter,town
1954,252.0,67.0,126.0,33.0,131.0,89.0,Ipswich,MA,Merchant,['Jacob Treadwell'],Essex County,252.67,Ipswich,town
1955,88.0,7.0,44.0,4.0,31.0,71.0,Kensington,NH,Esquire,['Ebenezer Potter'],Rockingham County,88.07,Kensington,town
1956,99.0,87.0,49.0,94.0,90.0,33.0,Portsmouth,NH,Widow,['Abigail Ball'],Rockingham County,99.87,Portsmouth,town
1957,132.0,98.0,66.0,49.0,53.0,59.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,132.98,Portsmouth,town
1958,59.0,78.0,29.0,89.0,90.0,14.0,Dover,NH,Physician,['Ezra Green'],Strafford County,59.78,Dover,town
1959,217.0,14.0,108.0,57.0,68.0,74.0,Somersworth,NH,Esquire,['Ichabod Rollins'],Strafford County,217.14,Somersworth,town
1960,238.0,57.0,119.0,34.0,121.0,89.0,Newbury Port,MA,Trader,['Joshua Toppan'],Essex County,238.57,Newbury Port,town
1961,533.0,33.0,266.0,67.0,446.0,30.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,533.33,Portsmouth,town
1962,220.0,73.0,110.0,37.0,89.0,69.0,Durham,NH,Esquire,['Ebenezer Thompson'],Strafford County,220.73,Durham,town
1963,452.0,65.0,226.0,33.0,165.0,44.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,452.65,Portsmouth,town
1964,146.0,16.0,73.0,8.0,96.0,46.0,Brintwood,NH,Physician,['Joseph H Shepard'],Rockingham County,146.16,Brintwood,town
1965,444.0,45.0,222.0,22.0,120.0,0.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,444.45,Portsmouth,town
1966,509.0,35.0,254.0,68.0,215.0,66.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,509.35,Portsmouth,town
1967,600.0,0.0,300.0,0.0,576.0,44.0,Salem,MA,Esquire,['Joseph Sprague'],Essex County,600.0,Salem,town
1968,1853.0,9.0,926.0,55.0,1377.0,42.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,1853.09,Exeter,town
1969,188.0,2.0,94.0,1.0,50.0,76.0,Durham,NH,Esquire,['Samuel Chesley'],Strafford County,188.02,Durham,town
1970,1755.0,96.0,877.0,98.0,1188.0,7.0,South Hampton,NH,Esquire,['Phillips White'],Rockingham County,1755.96,Hampton,town
1971,400.0,0.0,200.0,0.0,349.0,60.0,Roxbury,MA,Esquire,['Thomas Williams'],Suffolk County,400.0,Roxbury,town
1972,179.0,3.0,89.0,51.0,189.0,6.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,179.03,Portsmouth,town
1973,106.0,45.0,53.0,22.0,41.0,72.0,Keene,NH,Esquire,['Daniel Newcomb'],Cheshire County,106.45,Keene,town
1974,155.0,98.0,77.0,99.0,42.0,11.0,Concord,NH,Yeoman,['Daniel Farnum'],Grafton County,155.98,Concord,town
1975,95.0,93.0,47.0,96.0,108.0,37.0,Boston,MA,Merchant,['Thomas Amory'],Suffolk County,95.93,Boston,town
1976,139.0,91.0,69.0,96.0,72.0,75.0,Rye,NH,Esquire,['John Blunt'],Rockingham County,139.91,Rye,town
1977,1609.0,21.0,804.0,61.0,1186.0,91.0,Portsmouth,NH,Esquire,['Joseph Whipple'],Rockingham County,1609.21,Portsmouth,town
1978,92.0,21.0,46.0,11.0,47.0,43.0,Newbury Port,MA,Widow,['Hannah Dummer'],Essex County,92.21,Newbury Port,town
1979,48.0,61.0,24.0,31.0,37.0,44.0,Portsmouth,NH,Painter,['George Daig'],Rockingham County,48.61,Portsmouth,town
1980,14.0,68.0,7.0,34.0,10.0,42.0,Concord,NH,Esquire,['Timothy Walker'],Grafton County,14.68,Concord,town
1981,7.0,71.0,3.0,86.0,132.0,50.0,Portsmouth,NH,Esquire,['Jeremiah Libbey'],Rockingham County,7.71,Portsmouth,town
1982,51.0,11.0,25.0,56.0,13.0,80.0,Almsbury,MA,Blacksmith,['Jacob Bagley Currier'],Essex County,51.11,Almsbury,town
1983,59.0,48.0,29.0,74.0,44.0,97.0,Almsbury,MA,Shipwright,['Samuel Kinrick'],Essex County,59.48,Almsbury,town
1984,119.0,19.0,59.0,59.0,84.0,2.0,Exeter,NH,Trader,['Simon Wiggin'],Rockingham County,119.19,Exeter,town
1985,106.0,83.0,53.0,41.0,96.0,27.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,106.83,Exeter,town
1986,81.0,69.0,40.0,84.0,741.0,54.0,Exeter,NH,Merchant,['Samuel Gilman'],Rockingham County,81.69,Exeter,town
1987,187.0,2.0,93.0,51.0,146.0,70.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,187.02,Portsmouth,town
1988,12.0,73.0,6.0,37.0,0.0,0.0,Portsmouth,NH,Esquire,['Edward L Livermore'],Rockingham County,12.73,Portsmouth,town
1989,9.0,16.0,4.0,58.0,10.0,16.0,Portsmouth,NH,Trader,['Richard Billings'],Rockingham County,9.16,Portsmouth,town
1990,29.0,2.0,14.0,51.0,29.0,22.0,Newbury Port,MA,Trader,['Joshua Toppan'],Essex County,29.02,Newbury Port,town
1991,293.0,93.0,146.0,96.0,109.0,98.0,Newbury Port,MA,Merchant,['Timothy Dexter'],Essex County,293.93,Newbury Port,town
1992,3212.0,38.0,1606.0,19.0,1400.0,66.0,Philadelphia,PA,Merchant,['Stephen Collins'],Philadelphia County,3212.38,Philadelphia,town
1993,9601.0,24.0,4800.0,62.0,3079.0,84.0,Lancaster,PA,,['Edward Hand'],Lancaster County,9601.24,Lancaster,town
1994,1590.0,44.0,795.0,22.0,606.0,,Philadelphia,PA,,['William Ruibel'],Philadelphia County,1590.44,Philadelphia,town
1995,6406.0,88.0,3203.0,44.0,2376.0,33.0,Lancaster,PA,,['Jasper Yeates'],Lancaster County,6406.88,Lancaster,town
1996,2825.0,46.0,1412.0,73.0,839.0,70.0,Philadelphia,PA,,['Charles Biddle'],Philadelphia County,2825.46,Philadelphia,town
1997,11320.0,72.0,5660.0,36.0,3125.0,19.0,Philadelphia,PA,,['Robert Bridges'],Philadelphia County,11320.72,Philadelphia,town
1998,4529.0,96.0,2264.0,98.0,3312.0,47.0,Philadelphia,PA,Merchant,['James Cox'],Philadelphia County,4529.96,Philadelphia,town
1999,2019.0,62.0,1009.0,81.0,792.0,,Philadelphia,PA,,"['Margarett Duncan', 'Margaret Duncan']",Philadelphia County,2019.62,Philadelphia,town
2000,3224.0,44.0,1612.0,22.0,1047.0,32.0,Philadelphia County,PA,,['Charles Thomson'],Philadelphia County,3224.44,,county
2001,607.0,8.0,303.0,54.0,146.0,51.0,Philadelphia,PA,Merchant,['Stephen Collins'],Philadelphia County,607.08,Philadelphia,town
2002,206.0,28.0,103.0,14.0,187.0,61.0,Bucks County Pennsylvania,PA,,['Giles Knight'],Bucks County,206.28,,county
2003,132.0,44.0,66.0,22.0,46.0,25.0,Philadelphia,PA,,['Abigail Ash'],Philadelphia County,132.44,Philadelphia,town
2004,4070.0,48.0,2035.0,24.0,1099.0,2.0,,PA,,['Mark Hardin'],,4070.48,,state
2005,4487.0,8.0,2243.0,54.0,1239.0,44.0,,PA,,"['Matthew VanLear', 'Matthew Vanlear', 'Matthew Vanbar']",,4487.08,,state
2006,2050.0,74.0,1025.0,37.0,745.0,57.0,Carlisle Pennsylvania,PA,Merchant,['John Creigh'],Cumberland County,2050.74,Carlisle,town
2007,4266.0,72.0,2133.0,36.0,3000.0,33.0,Philadelphia,PA,,['Ann Fromberger'],Philadelphia County,4266.72,Philadelphia,town
2008,,,,,5000.0,4.0,,PA,,['Henry M Bird'],,,,state
2009,42.0,28.0,21.0,14.0,45.0,53.0,Maryland,MD,,['Elizabeth Bordley'],,42.28,,state
2010,3472.0,90.0,1736.0,45.0,981.0,23.0,Philadelphia,PA,Lawyer,['John F Mifflin'],Philadelphia County,3472.9,Philadelphia,town
2011,59.0,24.0,29.0,62.0,42.0,35.0,Germantown,PA,,['John Kisel'],Cumberland County,59.24,Germantown,town
2012,7061.0,2.0,3530.0,51.0,13736.0,21.0,Philadelphia,PA,Merchant,['Thomas Willing'],Philadelphia County,7061.02,Philadelphia,town
2013,6568.0,8.0,3284.0,4.0,1773.0,37.0,Philadelphia,PA,Merchant,['John Bleakley'],Philadelphia County,6568.08,Philadelphia,town
2014,114.0,32.0,57.0,16.0,,,Philadelphia,PA,,['Israel Jacobs'],Philadelphia County,114.32,Philadelphia,town
2015,1785.0,80.0,892.0,90.0,585.0,56.0,Philadelphia,PA,,['William White'],Philadelphia County,1785.8,Philadelphia,town
2016,1446.0,20.0,723.0,10.0,390.0,46.0,Philadelphia,PA,,['Abbey Willing'],Philadelphia County,1446.2,Philadelphia,town
2017,2198.0,10.0,1099.0,5.0,926.0,76.0,Philadelphia,PA,Merchant,['Thomas Willing'],Philadelphia County,2198.1,Philadelphia,town
2018,10589.0,92.0,5294.0,96.0,4941.0,77.0,Philadelphia,PA,Merchant,['Thomas Willing'],Philadelphia County,10589.92,Philadelphia,town
2019,1228.0,98.0,614.0,49.0,726.0,44.0,Philadelphia,PA,Merchant,['John Clement Stocker'],Philadelphia County,1228.98,Philadelphia,town
2020,31661.0,30.0,15830.0,65.0,9862.0,58.0,Philadelphia,PA,Merchants,"['Willing Morris and Swanwick', 'William Morris and Swanwick']",Philadelphia County,31661.3,Philadelphia,town
2021,3107.0,18.0,1553.0,59.0,1458.0,93.0,Philadelphia,PA,Furrier,"['Daniel Hartung', 'Daniel Karteing']",Philadelphia County,3107.18,Philadelphia,town
2022,2390.0,36.0,1195.0,18.0,645.0,40.0,Philadelphia,PA,Merchant,['Robert Morris'],Philadelphia County,2390.36,Philadelphia,town
2023,384.0,14.0,192.0,7.0,226.0,10.0,Philadelphia,PA,Merchant,"['Standish Forrie', 'Standish Forde']",Philadelphia County,384.14,Philadelphia,town
2024,595.0,78.0,297.0,89.0,160.0,84.0,Philadelphia,PA,Merchant,['George Nelson'],Philadelphia County,595.78,Philadelphia,town
2025,15490.0,,7745.0,,13591.0,27.0,Philadelphia,PA,Merchant,['Robert Smith'],Philadelphia County,,Philadelphia,town
2026,51.0,50.0,25.0,75.0,29.0,68.0,Philadelphia,PA,,['Archibald Shaw'],Philadelphia County,51.5,Philadelphia,town
2027,225.0,32.0,112.0,66.0,161.0,67.0,,PA,,['Edward Thompson'],,225.32,,state
2028,17334.0,76.0,8667.0,38.0,4778.0,6.0,Philadelphia,PA,Merchant,['William Graham'],Philadelphia County,17334.76,Philadelphia,town
2029,99.0,32.0,49.0,66.0,10.0,45.0,Franklin County,PA,,['Robert Johnston'],Franklin County,99.32,,county
2030,3791.0,30.0,1895.0,65.0,1590.0,22.0,Philadelphia,PA,Merchant,['John Swanwick'],Philadelphia County,3791.3,Philadelphia,town
2031,22.0,70.0,11.0,35.0,23.0,48.0,Connecticut,CT,,['William Andrews'],,22.7,,state
2032,715.0,82.0,357.0,91.0,386.0,53.0,New Castle Delaware,DE,,['Joseph Boggs'],New Castle County,715.82,,county
2033,2654.0,36.0,1327.0,18.0,1954.0,93.0,Petersburg Virginia,VA,,['Michael Burke'],Hampshire County,2654.36,Petersburg,town
2034,2205.0,38.0,1102.0,69.0,670.0,93.0,Germantown,PA,,['Thomas Dungan'],Cumberland County,2205.38,Germantown,town
2035,1008.0,10.0,504.0,5.0,821.0,15.0,Philadelphia,PA,,"['Lawrence Hertbert', 'Lawrence Herbert']",Philadelphia County,1008.1,Philadelphia,town
2036,4148.0,76.0,2074.0,38.0,1715.0,21.0,Philadelphia,PA,Merchant,['Robert Ralston'],Philadelphia County,4148.76,Philadelphia,town
2037,3989.0,22.0,1994.0,61.0,1500.0,48.0,Philadelphia,PA,,['Jacob Schreiner'],Philadelphia County,3989.22,Philadelphia,town
2038,76.0,58.0,38.0,29.0,44.0,4.0,Reading,PA,,['Adam Stahl'],Berks County,76.58,Reading,town
2039,4000.0,4.0,2000.0,2.0,1080.0,1.0,Philadelphia,PA,Merchant,['Robert Buchanan'],Philadelphia County,4000.04,Philadelphia,town
2040,2880.0,22.0,1440.0,11.0,817.0,14.0,Philadelphia,PA,Merchant,['John Fromberger'],Philadelphia County,2880.22,Philadelphia,town
2041,993.0,88.0,496.0,94.0,285.0,24.0,Lancaster,PA,,"['Christian Petrie', 'Christian Petric']",Lancaster County,993.88,Lancaster,town
2042,224.0,12.0,112.0,6.0,181.0,82.0,Philadelphia,PA,Reverend,"['Frederick Smith', 'The Frederick Smith']",Philadelphia County,224.12,Philadelphia,town
2043,1064.0,66.0,532.0,33.0,360.0,60.0,Philadelphia,PA,,['Christian Betz'],Philadelphia County,1064.66,Philadelphia,town
2044,666.0,66.0,333.0,33.0,180.0,,Philadelphia,PA,Merchant,['Robert Buchanan'],Philadelphia County,666.66,Philadelphia,town
2045,3333.0,32.0,1666.0,66.0,900.0,,Philadelphia,PA,Merchant,['Robert Buchanan'],Philadelphia County,3333.32,Philadelphia,town
2046,5731.0,68.0,2865.0,84.0,1547.0,54.0,Philadelphia,PA,Merchant,['John Fromberger'],Philadelphia County,5731.68,Philadelphia,town
2047,2419.0,8.0,1209.0,54.0,741.0,73.0,Franklin County,PA,,['William Henderson'],Franklin County,2419.08,,county
2048,340.0,60.0,170.0,30.0,91.0,95.0,Philadelphia,PA,,['John M Taylor'],Philadelphia County,340.6,Philadelphia,town
2049,3450.0,8.0,1725.0,4.0,1112.0,32.0,Philadelphia,PA,,['John M Taylor'],Philadelphia County,3450.08,Philadelphia,town
2050,9636.0,48.0,4818.0,24.0,2601.0,84.0,Philadelphia,PA,Merchant,['John Barclay'],Philadelphia County,9636.48,Philadelphia,town
2051,880.0,,440.0,,628.0,53.0,Bethlehem,PA,,['Joseph Horsfield'],Northampton County,,Bethlehem,town
2052,827.0,60.0,413.0,80.0,266.0,41.0,Bethlehem,PA,,['Joseph Horsfield'],Northampton County,827.6,Bethlehem,town
2053,66.0,2.0,33.0,1.0,39.0,79.0,Bethlehem,PA,,['Joseph Horsfield'],Northampton County,66.02,Bethlehem,town
2054,410.0,12.0,205.0,6.0,110.0,73.0,Philadelphia,PA,,"['Ann Brodean', 'Ann Brodeau']",Philadelphia County,410.12,Philadelphia,town
2055,1683.0,68.0,841.0,84.0,909.0,15.0,Philadelphia,PA,Merchant,"['Remond Byrne', 'Redmond Byrne']",Philadelphia County,1683.68,Philadelphia,town
2056,4285.0,42.0,2142.0,71.0,1873.0,94.0,Philadelphia,PA,Merchant,['George Emlen'],Philadelphia County,4285.42,Philadelphia,town
2057,1699.0,12.0,849.0,56.0,1787.0,88.0,Philadelphia,PA,,['William Hayes'],Philadelphia County,1699.12,Philadelphia,town
2058,2496.0,42.0,1248.0,21.0,674.0,2.0,Philadelphia,PA,,['Andrew Summers'],Philadelphia County,2496.42,Philadelphia,town
2059,4702.0,60.0,2351.0,30.0,1269.0,73.0,Philadelphia,PA,,['William Hayes'],Philadelphia County,4702.6,Philadelphia,town
